date,Infla_Diaria,Factor_Actualizacion,DOLAR CCL,usd_real,usd_real_avg
2010-02-22,1.000426111147619,117.43669209134556,3.91,459.1774761568333,953.6964713986799
2010-02-26,1.000426111147619,117.2367408058384,3.93,460.7403991933417,953.6964713986799
2010-03-09,1.0003529635685455,116.75690574193716,3.89,454.1843755844224,953.6964713986799
2010-03-12,1.0003529635685455,116.63336016406356,3.9,454.8701157628719,953.6964713986799
2010-03-16,1.0003529635685455,116.46883605915832,3.91,455.39315898790943,953.6964713986799
2010-03-17,1.0003529635685455,116.42774130810852,3.92,456.39675481051717,953.6964713986799
2010-03-25,1.0003529635685455,116.09950486413886,3.85,446.983082654823,953.6964713986799
2010-04-09,1.0002656409312776,115.56723359826394,3.87,447.24518079966117,953.6964713986799
2010-04-12,1.0002656409312776,115.47518434401826,3.9,450.353229954243,953.6964713986799
2010-04-13,1.0002656409312776,115.44451755486408,3.87,446.7702697257474,953.6964713986799
2010-04-19,1.0002656409312776,115.26068777227024,3.87,446.0588484881469,953.6964713986799
2010-04-27,1.0002656409312776,115.01603666344492,3.86,443.961889455235,953.6964713986799
2010-05-03,1.0002250451168029,114.842210739489,3.92,450.1814748605622,953.6964713986799
2010-05-04,1.0002250451168029,114.81637187566936,3.88,445.4875360172881,953.6964713986799
2010-05-05,1.0002250451168029,114.79053882545152,3.94,452.2747295406463,953.6964713986799
2010-05-10,1.0002250451168029,114.66146073261868,3.95,452.9127753613283,953.6964713986799
2010-05-11,1.0002250451168029,114.63566253655335,3.89,445.93273929295214,953.6964713986799
2010-06-09,1.000232547492858,113.88320069467862,3.99,454.39397185784253,953.6964713986799
2010-07-01,1.0002570707676466,113.3021243679224,3.99,452.07547730854367,953.6964713986799
2010-07-06,1.0002570707676466,113.15660329435956,3.94,445.83702345464945,953.6964713986799
2010-07-14,1.0002570707676466,112.92415823274722,3.94,444.9211898985962,953.6964713986799
2010-07-23,1.0002570707676466,112.66322823468003,3.93,442.76649448337446,953.6964713986799
2010-07-26,1.0002570707676466,112.5763856201972,3.91,440.17367743747974,953.6964713986799
2010-07-27,1.0002570707676466,112.5474529600681,3.92,441.18602419015616,953.6964713986799
2010-07-29,1.0002570707676466,112.48960994538768,3.91,439.8343845415265,953.6964713986799
2010-07-30,1.0002570707676466,112.46069958701476,3.97,446.468980577975,953.6964713986799
2010-08-12,1.0002250451168029,112.12502354514676,3.96,444.0150975160114,953.6964713986799
2010-08-17,1.0002250451168029,111.99894273442725,3.9,436.7958873453178,953.6964713986799
2010-08-18,1.0002250451168029,111.97374359022211,3.91,437.817347048552,953.6964713986799
2010-08-25,1.0002250451168029,111.79750826008606,3.86,431.5383701559069,953.6964713986799
2010-08-31,1.0002250451168029,111.6466701913345,3.93,438.77142130516387,953.6964713986799
2010-09-09,1.000232547492858,111.41410895186576,3.96,441.1998756994994,953.6964713986799
2010-09-10,1.000232547492858,111.38820590384888,3.95,439.98341863160664,953.6964713986799
2010-09-13,1.000232547492858,111.31053288792842,3.95,439.6766102150171,953.6964713986799
2010-09-20,1.000232547492858,111.12950641862622,3.94,437.85026164826866,953.6964713986799
2010-09-21,1.000232547492858,111.10366953882765,3.91,434.41535743292053,953.6964713986799
2010-09-22,1.000232547492858,111.0778386659338,3.92,435.42513604502705,953.6964713986799
2010-09-30,1.000232547492858,110.8714077638336,3.93,435.72463991333103,953.6964713986799
2010-10-06,1.0002570707676466,110.70326484641842,3.95,437.2779014220958,953.6964713986799
2010-10-19,1.0002570707676466,110.33396828292769,3.9,430.30248682568515,953.6964713986799
2010-10-21,1.0002570707676466,110.27726287397095,3.9,430.08133572534604,953.6964713986799
2010-10-26,1.0002570707676466,110.13562682105038,3.95,435.0357311948249,953.6964713986799
2010-11-02,1.000232547492858,109.9403373111824,3.92,430.9661306476171,953.6964713986799
2010-11-04,1.000232547492858,109.88922244221396,3.97,436.2602162395453,953.6964713986799
2010-11-09,1.000232547492858,109.76153921740833,3.9,428.07001341556855,953.6964713986799
2010-11-10,1.000232547492858,109.73602038099251,3.86,423.58102715886446,953.6964713986799
2010-11-11,1.000232547492858,109.71050747753844,3.98,436.6478218531649,953.6964713986799
2010-11-12,1.000232547492858,109.68500050566672,3.98,436.5463041046289,953.6964713986799
2010-11-15,1.000232547492858,109.6085151657568,3.97,435.14580834397924,953.6964713986799
2010-11-16,1.000232547492858,109.58303190642718,3.97,435.0446398037116,953.6964713986799
2010-12-10,1.0002570707676466,108.94916504546924,4.02,437.97564140474594,953.6964713986799
2010-12-21,1.0002570707676466,108.64155561266652,4.01,435.6526628728715,953.6964713986799
2010-12-23,1.0002570707676466,108.5857200079422,3.98,432.1711677027182,953.6964713986799
2011-01-04,1.0002250451168029,108.2617069354772,3.97,429.7989796312368,953.6964713986799
2011-01-17,1.0002250451168029,107.94547633246772,4.02,433.94081279762366,953.6964713986799
2011-01-18,1.0002250451168029,107.92118919583964,4.01,432.7639933765169,953.6964713986799
2011-01-20,1.0002250451168029,107.87263131476924,4.02,433.6479758278652,953.6964713986799
2011-01-21,1.0002250451168029,107.84836056786826,4.04,435.7073725800993,953.6964713986799
2011-01-26,1.0002250451168029,107.72708872055672,4.05,436.29472986556624,953.6964713986799
2011-01-27,1.0002250451168029,107.70285071993644,4.04,435.1195128000055,953.6964713986799
2011-01-28,1.0002250451168029,107.6786181727326,4.12,443.6358945488184,953.6964713986799
2011-01-31,1.0002250451168029,107.60595323935104,4.09,440.1083651683112,953.6964713986799
2011-02-02,1.0002491600972372,107.55494409321712,4.13,444.2019314136732,953.6964713986799
2011-02-07,1.0002491600972372,107.42105218975529,4.11,441.500538842152,953.6964713986799
2011-02-08,1.0002491600972372,107.3942938170651,4.12,442.46447823600664,953.6964713986799
2011-02-14,1.0002491600972372,107.23388349744364,4.13,442.8759511163863,953.6964713986799
2011-02-16,1.0002491600972372,107.18046665261323,4.13,442.6553395411236,953.6964713986799
2011-02-22,1.0002491600972372,107.02037571759384,4.16,445.20474665517696,953.6964713986799
2011-02-23,1.0002491600972372,106.99371715262431,4.19,448.30368099172546,953.6964713986799
2011-02-24,1.0002491600972372,106.96706522825086,,,953.6964713986799
2011-02-25,1.0002491600972372,106.94041994281932,4.24,453.4273560808343,953.6964713986799
2011-02-28,1.0002491600972372,106.86052390364074,4.21,449.882809710733,953.6964713986799
2011-03-03,1.0002570707676466,106.77899858264448,4.19,447.40401017122366,953.6964713986799
2011-03-09,1.0002570707676466,106.6144481134563,4.2,447.7806617414243,953.6964713986799
2011-03-10,1.0002570707676466,106.58704769928306,4.22,449.79731892812197,953.6964713986799
2011-03-11,1.0002570707676466,106.55965432714504,4.22,449.68171890344684,953.6964713986799
2011-03-14,1.0002570707676466,106.47751644484612,4.22,449.3350970573786,953.6964713986799
2011-03-15,1.0002570707676466,106.45015122275518,4.22,449.2196158258963,953.6964713986799
2011-03-16,1.0002570707676466,106.42279303365493,4.24,451.2326181044526,953.6964713986799
2011-03-17,1.0002570707676466,106.39544187573784,4.21,447.9248143555203,953.6964713986799
2011-03-18,1.0002570707676466,106.36809774719686,4.21,447.8096955733197,953.6964713986799
2011-03-22,1.0002570707676466,106.2587914906694,4.21,447.34951622916935,953.6964713986799
2011-03-23,1.0002570707676466,106.23148248191951,4.21,447.2345453012906,953.6964713986799
2011-03-28,1.0002570707676466,106.0950426802549,4.19,444.5382349010751,953.6964713986799
2011-04-04,1.0002656409312776,105.90159920210856,4.13,437.3736168241846,953.6964713986799
2011-04-07,1.0002656409312776,105.81724862170212,4.15,439.14159187158305,953.6964713986799
2011-04-08,1.0002656409312776,105.7891466942552,4.21,445.37231161835007,953.6964713986799
2011-04-12,1.0002656409312776,105.67681359504742,4.21,444.89938926640014,953.6964713986799
2011-04-13,1.0002656409312776,105.64874896298458,4.19,442.6682642001753,953.6964713986799
2011-04-14,1.0002656409312776,105.62069178405687,4.22,445.719297168617,953.6964713986799
2011-04-15,1.0002656409312776,105.592642056285,4.23,446.65687791210536,953.6964713986799
2011-04-20,1.0002656409312776,105.45250511552284,4.24,447.11859755365384,953.6964713986799
2011-04-25,1.0002656409312776,105.31255415705812,4.23,445.4721060930334,953.6964713986799
2011-04-29,1.0002656409312776,105.2007271316626,4.24,446.0510589597139,953.6964713986799
2011-05-03,1.0002250451168029,105.09754945274352,4.26,447.7155847236075,953.6964713986799
2011-05-09,1.0002250451168029,104.95575102058976,4.27,448.1610548560462,953.6964713986799
2011-05-10,1.0002250451168029,104.93213655566224,4.35,456.45478401002237,953.6964713986799
2011-05-19,1.0002250451168029,104.7198453185146,4.36,456.57853957033143,953.6964713986799
2011-05-24,1.0002250451168029,104.60209138117996,4.42,462.34125188532164,953.6964713986799
2011-05-26,1.0002250451168029,104.55502688948144,4.46,466.31542391554495,953.6964713986799
2011-06-03,1.000232547492858,104.3654149579078,4.34,452.94591684221837,953.6964713986799
2011-06-06,1.000232547492858,104.29263906146711,4.33,451.5871191792557,953.6964713986799
2011-06-07,1.000232547492858,104.268391708391,4.32,450.4394700791048,953.6964713986799
2011-06-08,1.000232547492858,104.24414999266509,4.35,453.4620425265963,953.6964713986799
2011-06-10,1.000232547492858,104.19568346802164,4.31,449.08338978504844,953.6964713986799
2011-06-22,1.000232547492858,103.905357160867,4.32,448.8711607714821,953.6964713986799
2011-06-28,1.000232547492858,103.76049750552303,4.24,439.9444856745245,953.6964713986799
2011-06-30,1.000232547492858,103.71225584678515,4.23,438.7028442100555,953.6964713986799
2011-07-01,1.0002570707676466,103.68814342899168,4.21,436.52708779144376,953.6964713986799
2011-07-04,1.0002570707676466,103.60821895312375,4.2,435.15449984142026,953.6964713986799
2011-07-05,1.0002570707676466,103.58159115397174,4.23,438.15013255696255,953.6964713986799
2011-07-12,1.0002570707676466,103.39538807859267,4.24,438.39642178790666,953.6964713986799
2011-07-13,1.0002570707676466,103.36881497797556,4.24,438.28375184737223,953.6964713986799
2011-07-14,1.0002570707676466,103.3422487067702,4.23,437.13771400073495,953.6964713986799
2011-07-15,1.0002570707676466,103.31568926322136,4.23,437.0253675540167,953.6964713986799
2011-07-18,1.0002570707676466,103.236051880969,4.24,437.72083634645145,953.6964713986799
2011-07-19,1.0002570707676466,103.20951973050344,4.23,436.5762704285949,953.6964713986799
2011-07-20,1.0002570707676466,103.18299439892525,4.24,437.49587263472984,953.6964713986799
2011-07-21,1.0002570707676466,103.15647588448188,4.25,438.41502250904796,953.6964713986799
2011-07-22,1.0002570707676466,103.1299641854214,4.22,435.20842722495075,953.6964713986799
2011-07-26,1.0002570707676466,103.02398550798269,4.19,431.6705051735272,953.6964713986799
2011-08-01,1.0002570707676466,102.86522165574584,4.27,439.23449450803633,953.6964713986799
2011-08-02,1.0002570707676466,102.8387848103908,4.26,438.0932468301947,953.6964713986799
2011-08-03,1.0002570707676466,102.81235475942924,4.27,439.0087528617728,953.6964713986799
2011-08-04,1.0002570707676466,102.78593150111496,4.3,441.9795250596549,953.6964713986799
2011-08-05,1.0002570707676466,102.75951503370226,4.38,450.08668760750913,953.6964713986799
2011-08-08,1.0002570707676466,102.6803063594228,4.27,438.44490619626396,953.6964713986799
2011-08-09,1.0002570707676466,102.65391703816786,4.32,443.4649392265979,953.6964713986799
2011-08-10,1.0002570707676466,102.6275344990925,4.33,444.37721655121106,953.6964713986799
2011-08-11,1.0002570707676466,102.60115874045368,4.34,445.28904458926337,953.6964713986799
2011-08-12,1.0002570707676466,102.57478976050876,4.33,444.14883183716756,953.6964713986799
2011-08-15,1.0002570707676466,102.49572347541816,4.32,442.7815430083635,953.6964713986799
2011-08-16,1.0002570707676466,102.46938159283184,4.35,445.74180015657674,953.6964713986799
2011-08-17,1.0002570707676466,102.44304648023312,4.36,446.65169633143876,953.6964713986799
2011-08-18,1.0002570707676466,102.41671813588208,4.34,444.4885723372792,953.6964713986799
2011-08-23,1.0002570707676466,102.28517787697646,4.4,450.05479241337116,953.6964713986799
2011-08-24,1.0002570707676466,102.25889010559833,4.41,450.96168976222026,953.6964713986799
2011-08-26,1.0002570707676466,102.20633482934804,4.37,446.64167150766417,953.6964713986799
2011-08-29,1.0002570707676466,102.12755255519912,4.42,451.403790085694,953.6964713986799
2011-08-30,1.0002570707676466,102.1013052942694,4.43,452.30876492676276,953.6964713986799
2011-08-31,1.0002570707676466,102.07506477900908,4.43,452.1925194486641,953.6964713986799
2011-09-01,1.0002656409312776,102.0488310076845,4.39,447.9943544987461,953.6964713986799
2011-09-07,1.0002656409312776,101.88633204441254,4.48,456.45076950229577,953.6964713986799
2011-09-09,1.0002656409312776,101.83222324537714,4.49,457.2266590641971,953.6964713986799
2011-09-14,1.0002656409312776,101.6970769325402,4.54,461.7047253942969,953.6964713986799
2011-09-16,1.0002656409312776,101.64306864126291,4.57,464.50884113876066,953.6964713986799
2011-09-20,1.0002656409312776,101.53513809006505,4.61,468.07700015160333,953.6964713986799
2011-09-21,1.0002656409312776,101.50817336436026,4.62,468.96774932665585,953.6964713986799
2011-09-22,1.0002656409312776,101.48121579968806,4.62,468.84320538095534,953.6964713986799
2011-09-23,1.0002656409312776,101.45426539414667,4.68,474.80594462882755,953.6964713986799
2011-09-26,1.0002656409312776,101.37345711329748,4.6,466.31789305344216,953.6964713986799
2011-09-27,1.0002656409312776,101.34653532527192,4.65,471.2613989276732,953.6964713986799
2011-09-28,1.0002656409312776,101.31962068687596,4.68,474.17580742191393,953.6964713986799
2011-09-29,1.0002656409312776,101.2927131962109,4.69,475.06283068624464,953.6964713986799
2011-10-03,1.000192988674033,101.19985502966097,4.67,472.6033307094529,953.6964713986799
2011-10-04,1.000192988674033,101.18032837225016,4.65,470.4885365802713,953.6964713986799
2011-10-06,1.000192988674033,101.1412863597914,4.63,468.2841674205358,953.6964713986799
2011-10-07,1.000192988674033,101.1217710032896,4.53,458.08164386109377,953.6964713986799
2011-10-11,1.000192988674033,101.04374722517822,4.53,457.72819612987917,953.6964713986799
2011-10-13,1.000192988674033,101.00475791469158,4.57,461.59176100875635,953.6964713986799
2011-10-18,1.000192988674033,100.9073504460564,4.74,478.30081801844767,953.6964713986799
2011-10-19,1.000192988674033,100.88788022782522,4.76,480.2263329758513,953.6964713986799
2011-10-20,1.000192988674033,100.86841376640062,4.75,479.12496539040296,953.6964713986799
2011-10-21,1.000192988674033,100.84895106105772,4.72,476.00702784924044,953.6964713986799
2011-10-24,1.000192988674033,100.79058547427248,4.72,475.7315422918597,953.6964713986799
2011-10-28,1.000192988674033,100.7128172330843,4.86,489.46430519940145,953.6964713986799
2011-10-31,1.000192988674033,100.65453043274816,5.06,509.31191823020725,953.6964713986799
2011-11-01,1.0001994222712294,100.63510899650176,4.84,487.0739428987675,953.6964713986799
2011-11-02,1.0001994222712294,100.61504411588432,4.66,468.86609022738355,953.6964713986799
2011-11-03,1.0001994222712294,100.59498323585316,4.73,475.8142726242825,953.6964713986799
2011-11-07,1.0001994222712294,100.51477970564048,4.75,477.4452036017923,953.6964713986799
2011-11-08,1.0001994222712294,100.49473881657909,4.71,473.3302236596576,953.6964713986799
2011-11-11,1.0001994222712294,100.4346401210248,4.8,482.0862917373064,953.6964713986799
2011-11-14,1.0001994222712294,100.37457736618992,4.78,479.79050086981226,953.6964713986799
2011-11-16,1.0001994222712294,100.33455548608502,4.58,459.5322564713503,953.6964713986799
2011-11-17,1.0001994222712294,100.31455053058086,4.61,462.4500913394152,953.6964713986799
2011-11-23,1.0001994222712294,100.19460453113018,4.39,439.85430051423856,953.6964713986799
2011-11-29,1.0001994222712294,100.07480195098118,4.61,461.34485035545083,953.6964713986799
2011-11-30,1.0001994222712294,100.0548487857888,4.59,459.25177119392896,953.6964713986799
2011-12-01,1.0002570707676466,100.0348995989086,4.67,467.1629887589603,953.6964713986799
2011-12-02,1.0002570707676466,100.00919015962256,4.65,465.0427437798645,953.6964713986799
2011-12-06,1.0002570707676466,99.9064184599662,4.72,471.5582741698397,953.6964713986799
2011-12-13,1.0002570707676466,99.72682204558306,4.61,459.74066294510516,953.6964713986799
2011-12-15,1.0002570707676466,99.6755681088666,4.66,464.48813217803365,953.6964713986799
2011-12-20,1.0002570707676466,99.54754848204932,4.67,464.88705900604555,953.6964713986799
2011-12-21,1.0002570707676466,99.5219642942905,4.68,465.7627758132021,953.6964713986799
2011-12-23,1.0002570707676466,99.4708156428524,4.61,458.56047339433627,953.6964713986799
2012-01-06,1.0002890656866448,99.0976603292494,4.64,459.8131306967521,953.6964713986799
2012-01-10,1.0002890656866448,98.98316015347504,4.67,462.25136546854424,953.6964713986799
2012-01-11,1.0002890656866448,98.95455578685988,4.69,464.09687230259794,953.6964713986799
2012-01-12,1.0002890656866448,98.92595968639613,4.65,460.0057219760567,953.6964713986799
2012-01-18,1.0002890656866448,98.7545565390706,4.72,466.12148614488274,953.6964713986799
2012-01-24,1.0002890656866448,98.58345037181992,4.73,466.2997221390383,953.6964713986799
2012-01-26,1.0002890656866448,98.5264808893466,4.61,454.20709005459224,953.6964713986799
2012-02-01,1.000240567336386,98.3557698952569,4.65,457.35433939288174,953.6964713986799
2012-02-10,1.000240567336386,98.14307514411996,4.73,464.21674730361804,953.6964713986799
2012-02-14,1.000240567336386,98.04869184210716,4.82,472.59471151012997,953.6964713986799
2012-02-15,1.000240567336386,98.0251102024468,4.77,467.5797737959906,953.6964713986799
2012-02-16,1.000240567336386,98.00153423439428,4.78,468.44735420194485,953.6964713986799
2012-02-17,1.000240567336386,97.97796393658552,4.78,468.3346881734737,953.6964713986799
2012-02-23,1.000240567336386,97.83666114850506,4.74,463.74575145087937,953.6964713986799
2012-02-28,1.000240567336386,97.7190645069801,4.78,467.09714884564056,953.6964713986799
2012-02-29,1.000240567336386,97.69556214581796,4.8,468.93871693387587,953.6964713986799
2012-03-06,1.0002890656866448,97.53101956202448,4.85,473.0254355745359,953.6964713986799
2012-03-08,1.0002890656866448,97.47465825910206,4.87,474.70157456673763,953.6964713986799
2012-03-09,1.0002890656866448,97.44648982261036,4.86,473.5899535483964,953.6964713986799
2012-03-12,1.0002890656866448,97.36203334477884,4.89,476.1003300567346,953.6964713986799
2012-03-14,1.0002890656866448,97.30576969574564,4.92,478.7443943269096,953.6964713986799
2012-03-19,1.0002890656866448,97.16525277942384,,,953.6964713986799
2012-03-20,1.0002890656866448,97.13717375559344,4.99,484.71447480747656,953.6964713986799
2012-03-23,1.0002890656866448,97.05298536074372,,,953.6964713986799
2012-04-04,1.0002656409312776,96.72375587419664,5.3,512.6359245818345,953.6964713986799
2012-04-09,1.0002656409312776,96.59538924766586,5.36,517.7512992643649,953.6964713986799
2012-04-10,1.0002656409312776,96.56973637296252,5.42,523.407978509143,953.6964713986799
2012-04-12,1.0002656409312776,96.51845105967804,5.33,514.4433367843105,953.6964713986799
2012-04-13,1.0002656409312776,96.49281861747887,5.37,518.1664249331349,953.6964713986799
2012-04-16,1.0002656409312776,96.415962126956,5.4,520.6462046805051,953.6964713986799
2012-04-18,1.0002656409312776,96.36475847859758,5.65,544.4608945941359,953.6964713986799
2012-04-24,1.0002656409312776,96.21131063216858,5.41,520.503175839351,953.6964713986799
2012-04-25,1.0002656409312776,96.185759757371,5.35,514.593805528946,953.6964713986799
2012-05-04,1.0002570707676466,95.95857348374976,5.45,522.9742071837908,953.6964713986799
2012-05-08,1.0002570707676466,95.85996428915692,5.55,532.0228200886581,953.6964713986799
2012-05-21,1.0002570707676466,95.54018369878824,5.93,566.5532729332548,953.6964713986799
2012-05-23,1.0002570707676466,95.49108145699677,6.09,581.540700643893,953.6964713986799
2012-05-28,1.0002570707676466,95.36843623064448,5.96,568.3958835726582,953.6964713986799
2012-05-29,1.0002570707676466,95.34392609437296,6.12,583.504816786316,953.6964713986799
2012-05-31,1.0002570707676466,95.2949247178716,6.17,587.9696927796936,953.6964713986799
2012-06-01,1.000232547492858,95.27043347440431,6.31,601.1564297720732,953.6964713986799
2012-06-04,1.000232547492858,95.20399967348294,6.23,593.1209197816709,953.6964713986799
2012-06-05,1.000232547492858,95.18186536932576,6.18,588.2239116433832,953.6964713986799
